OBJECTID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,OBJECTID,Boston_tracts_for_data_OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,area_km,area_mi,POLY_AREA,geoid_2010,Boston_tracts_for_data_Shape_Len,Boston_tracts_for_data_Shape_Are,HVI_variables_2011_ExcelToTa_OBJ,GEOID10_1,tract_area,highdev_percent,GEOid,undev_percent,geoid11,hispanic,foreign,english,poverty,black,over65,disability,oldhouse,housing,unwt_housing,unemployed,alone65house,housingdensity,unwt_housingdensity,undev_wt,highdev_wt,hispanic_wt,foreign_wt,english_wt,poverty_wt,black_wt,over65_wt,disability_wt,oldhouse_wt,housingdensity_wt,unemployed_wt,alone65house_wt,factor1,factor2,factor3,factor4,factor5,HVI,factor1_cat,factor2_cat,factor3_cat,factor4_cat,factor5_cat,HVI_cat,OBJECTID,GEOID10,NAMELSAD10,COUNT,AREA,MEAN,GEOid,Shape_Length,Shape_Area
104,6,104,25,025,080500,25025080500,805,Census Tract 805,G5020,245570,0,+42.3356824,-071.0825418,2643088.91,60.677,3096,1323,0175162,148152,0003926,0148152,0.245551989,0.094807774,0.245551989,25025080500,104,104,25,025,080500,25025080500,805,Census Tract 805,G5020,245570,0,+42.3356824,-071.0825418,2643088.91,60.677,3096,1323,0175162,148152,0003926,0148152,0.245551989,0.094807774,0.245551989,25025080500,2420.419554,245551.9886,1189,25025080500,0.245551989,0.587777865,25025080500,0,25025080500,0.609532828,0.326388889,0.523674242,0.421085859,0.419823232,0.065656566,0.134469697,0.585260116,1384,91,0.107638889,0.09664848,5636.280967,370.5936185,0,0.323277826,0.512007576,0.287222222,0.487017045,0.261073232,0.36104798,0.059747475,0.110265152,0.544291908,4847.201632,0.083958333,0.091816056,2.094409292,1.302340739,-0.347610006,0.455919428,-1.633572323,1.871487131,6,5,3,4,2,20,104,25025080601,Census Tract 806.01,618,556200,38.57396566,25025080601,2420.419554,245551.9886
105,8,105,25,025,080401,25025080401,804.01,Census Tract 804.01,G5020,440468,0,+42.3321186,-071.0808985,4740788.83,108.8335,2710,1249,0175159,148149,0003925,0148149,0.440435434,0.170052392,0.440435434,25025080401,105,105,25,025,080401,25025080401,804.01,Census Tract 804.01,G5020,440468,0,+42.3321186,-071.0808985,4740788.83,108.8335,2710,1249,0175159,148149,0003925,0148149,0.440435434,0.170052392,0.440435434,25025080401,3869.450384,440435.4339,1188,25025080401,0.440435434,0.586259323,25025080401,0,25025080401,0.424695242,0.184034605,0.338183248,0.400314589,0.569012977,0.118364137,0.11482501,0.516516517,1332,98,0.075501376,0.214457831,3024.279832,222.5070747,0,0.322442628,0.356744003,0.161950452,0.314510421,0.248195045,0.48935116,0.107711365,0.094156508,0.48036036,2600.880656,0.058891074,0.20373494,0.796712678,1.543443932,0.620878673,-0.224095056,-2.096004717,0.64093551,4,5,4,3,1,17,105,25025080601,Census Tract 806.01,618,556200,38.57396566,25025080601,3869.450384,440435.4339
106,6,106,25,025,080300,25025080300,803,Census Tract 803,G5020,268832,0,+42.3274519,-071.0790504,2893472.78,66.425,1769,791,0175157,148147,0003924,0148147,0.26881348,0.10378905,0.26881348,25025080300,106,106,25,025,080300,25025080300,803,Census Tract 803,G5020,268832,0,+42.3274519,-071.0790504,2893472.78,66.425,1769,791,0175157,148147,0003924,0148147,0.26881348,0.10378905,0.26881348,25025080300,2617.861687,268813.4805,1187,25025080300,0.26881348,0.394503756,25025080300,0,25025080300,0.355675676,0.176216216,0.292432432,0.357837838,0.58,0.083243243,0.127027027,0.544392523,856,68,0.072432432,0.042746114,3184.364112,252.9635042,0,0.216977066,0.298767568,0.15507027,0.271962162,0.221859459,0.4988,0.075751351,0.104162162,0.506285047,2738.553136,0.056497297,0.040608808,0.489061391,1.513326387,-0.560854159,-0.182450283,-1.90848517,-0.649401832,4,5,3,3,2,17,106,25025080601,Census Tract 806.01,618,556200,38.57396566,25025080601,2617.861687,268813.4805
107,7,107,25,025,071101,25025071101,711.01,Census Tract 711.01,G5020,362769,0,+42.3359561,-071.0727569,3904559.5,89.6364,3753,2185,0175147,148137,0003921,0148137,0.362746912,0.140056805,0.362746912,25025071101,107,107,25,025,071101,25025071101,711.01,Census Tract 711.01,G5020,362769,0,+42.3359561,-071.0727569,3904559.5,89.6364,3753,2185,0175147,148137,0003921,0148137,0.362746912,0.140056805,0.362746912,25025071101,2784.400662,362746.9107,1184,25025071101,0.362746912,0.706842737,25025071101,0,25025071101,0.139837798,0.329565004,0.236175965,0.319243057,0.216760875,0.100270337,0.087245023,0.728577838,2229,106,0.065372327,0.115988909,6144.78009,292.2147553,0,0.388763505,0.11746375,0.290017203,0.219643647,0.197930696,0.186414352,0.091246006,0.071540919,0.677577389,5284.510877,0.050990415,0.110189464,0.20641488,0.297428777,-0.045511114,0.588323054,-0.669486092,0.377169505,4,4,3,4,3,18,107,25025080500,Census Tract 805,271,243900,37.38008185,25025080500,2784.400662,362746.9107
108,8,108,25,025,070900,25025070900,709,Census Tract 709,G5020,167469,0,+42.3384283,-071.0781591,1802491.05,41.3795,3329,1798,0175144,148134,0003920,0148134,0.167457567,0.06465547,0.167457567,25025070900,108,108,25,025,070900,25025070900,709,Census Tract 709,G5020,167469,0,+42.3384283,-071.0781591,1802491.05,41.3795,3329,1798,0175144,148134,0003920,0148134,0.167457567,0.06465547,0.167457567,25025070900,1728.044882,167457.5673,1183,25025070900,0.167457567,0.467012218,25025070900,0,25025070900,0.213536987,0.241988619,0.224019167,0.257861635,0.195268044,0.06588799,0.075471698,0.865973742,1828,136,0.017969452,0.079086116,10916.19823,812.1460394,0,0.25685672,0.179371069,0.212949985,0.208337826,0.159874214,0.167930518,0.059958071,0.061886792,0.80535558,9387.930482,0.014016173,0.07513181,0.130606282,-0.037582729,-0.447399012,1.83048482,0.254764569,1.73087393,4,3,3,5,4,19,108,25025080601,Census Tract 806.01,618,556200,38.57396566,25025080601,1728.044882,167457.5673
109,10,109,25,025,100100,25025100100,1001,Census Tract 1001,G5020,1037011,874,+42.2902498,-071.0873027,11170897.96,256.4485,5510,2047,0175321,148311,0003963,0148311,1.037814522,0.400700824,1.037814522,25025100100,109,109,25,025,100100,25025100100,1001,Census Tract 1001,G5020,1037011,874,+42.2902498,-071.0873027,11170897.96,256.4485,5510,2047,0175321,148311,0003963,0148311,1.037814522,0.400700824,1.037814522,25025100100,4434.018532,1037814.522,1226,25025100100,1.037814522,0.223679741,25025100100,0.031499729,25025100100,0.266084194,0.29451946,0.278633836,0.352501986,0.757108817,0.080222399,0.10675139,0.683816651,2138,138,0.063383638,0.139440204,2060.098365,132.9717373,-0.01858484,0.123023857,0.223510723,0.259177125,0.259129468,0.218551231,0.651113582,0.073002383,0.08753614,0.635949486,1771.684594,0.049439237,0.132468193,0.534941503,1.920272233,-0.021068491,-0.475178216,-0.97059082,0.98837621,4,5,3,3,3,18,109,25025980300,Census Tract 9803,2318,2086200,29.71649582,25025980300,4434.018532,1037814.522
110,7,110,25,025,092400,25025092400,924,Census Tract 924,G5020,594010,0,+42.2960418,-071.0849877,6393422.53,146.7728,5277,2065,0175315,148305,0003962,0148305,0.593970785,0.229332485,0.593970785,25025092400,110,110,25,025,092400,25025092400,924,Census Tract 924,G5020,594010,0,+42.2960418,-071.0849877,6393422.53,146.7728,5277,2065,0175315,148305,0003962,0148305,0.593970785,0.229332485,0.593970785,25025092400,4040.735415,593970.7849,1225,25025092400,0.593970785,0.259321566,25025092400,0,25025092400,0.258305205,0.337537751,0.337537751,0.258127554,0.773316753,0.055604903,0.109077989,0.631555154,2212,109,0.101438977,0.050345508,3724.088888,183.5107092,0,0.142626861,0.216976372,0.297033221,0.313910108,0.160039083,0.665052407,0.050600462,0.089443951,0.587346293,3202.716444,0.079122402,0.047828233,0.781573786,1.878115684,-0.66947387,-0.041959632,-1.322149505,0.626106464,4,5,3,3,2,17,110,25025980300,Census Tract 9803,2318,2086200,29.71649582,25025980300,4040.735415,593970.7849
111,8,111,25,025,092300,25025092300,923,Census Tract 923,G5020,342974,0,+42.2939435,-071.0750607,3691503.3,84.7453,2893,1077,0175310,148300,0003961,0148300,0.342953257,0.132414463,0.342953257,25025092300,111,111,25,025,092300,25025092300,923,Census Tract 923,G5020,342974,0,+42.2939435,-071.0750607,3691503.3,84.7453,2893,1077,0175310,148300,0003961,0148300,0.342953257,0.132414463,0.342953257,25025092300,2398.713467,342953.257,1224,25025092300,0.342953257,0.127697474,25025092300,0,25025092300,0.112053833,0.29812756,0.172030427,0.23229959,0.83791691,0.081919251,0.106202458,0.799322608,1181,101,0.103569339,0.065604499,3443.617974,294.5007751,0,0.070233611,0.094125219,0.262352253,0.159988297,0.144025746,0.720608543,0.074546518,0.087086015,0.743370025,2961.511458,0.080784084,0.062324274,-0.110557059,2.004258996,-0.436611159,-0.114999974,-0.193591988,1.148498816,3,6,3,3,3,18,111,25025100500,Census Tract 1005,957,861300,35.96329428,25025100500,2398.713467,342953.257
112,5,112,25,025,092200,25025092200,922,Census Tract 922,G5020,581304,0,+42.2950231,-071.0661698,6256656.21,143.6331,3349,1227,0175305,148295,0003960,0148295,0.58126469,0.224426654,0.58126469,25025092200,112,112,25,025,092200,25025092200,922,Census Tract 922,G5020,581304,0,+42.2950231,-071.0661698,6256656.21,143.6331,3349,1227,0175305,148295,0003960,0148295,0.58126469,0.224426654,0.58126469,25025092200,3414.573973,581264.6896,1223,25025092200,0.58126469,0.213901677,25025092200,0,25025092200,0.168114973,0.387700535,0.255681818,0.154745989,0.442513369,0.081216578,0.094919786,0.921746293,1214,88,0.110962567,0.114369501,2088.549368,151.3940234,0,0.117645922,0.141216578,0.341176471,0.237784091,0.095942513,0.380561497,0.073907086,0.077834225,0.857224053,1796.152456,0.086550802,0.108651026,0.472955229,0.732597464,-0.159860568,-0.46776722,0.62994182,1.207866724,4,4,3,3,4,18,112,25025100500,Census Tract 1005,957,861300,35.96329428,25025100500,3414.573973,581264.6896
113,8,113,25,025,092000,25025092000,920,Census Tract 920,G5020,489737,0,+42.2996758,-071.0675668,5271120.79,121.0083,4945,1693,0175294,148284,0003958,0148284,0.489705108,0.189075443,0.489705108,25025092000,113,113,25,025,092000,25025092000,920,Census Tract 920,G5020,489737,0,+42.2996758,-071.0675668,5271120.79,121.0083,4945,1693,0175294,148284,0003958,0148284,0.489705108,0.189075443,0.489705108,25025092000,3560.531835,489705.1084,1221,25025092000,0.489705108,0.32366616,25025092000,0,25025092000,0.238231917,0.374665136,0.340030616,0.27956372,0.749138921,0.101415997,0.106582472,0.960941987,1741,125,0.105817069,0.097530082,3555.200814,255.2556587,0,0.178016388,0.200114811,0.32970532,0.316228473,0.173329506,0.644259472,0.092288557,0.087397627,0.893676048,3057.4727,0.082537313,0.092653578,0.83350234,1.858197477,-0.145419364,-0.085917619,0.893607949,3.353970783,4,5,3,3,4,19,113,25025092300,Census Tract 923,380,342000,36.14816676,25025092300,3560.531835,489705.1084
114,8,114,25,025,091900,25025091900,919,Census Tract 919,G5020,481985,0,+42.3008408,-071.0755308,5187639.74,119.0918,3860,1380,0175289,148279,0003957,0148279,0.481949433,0.186080972,0.481949433,25025091900,114,114,25,025,091900,25025091900,919,Census Tract 919,G5020,481985,0,+42.3008408,-071.0755308,5187639.74,119.0918,3860,1380,0175289,148279,0003957,0148279,0.481949433,0.186080972,0.481949433,25025091900,2931.084496,481949.4332,1220,25025091900,0.481949433,0.163543736,25025091900,0,25025091900,0.187922705,0.331642512,0.296859903,0.220048309,0.752173913,0.090821256,0.080193237,0.787517532,1426,97,0.102173913,0.044839255,2958.816635,201.2659282,0,0.089949055,0.157855072,0.291845411,0.27607971,0.136429952,0.646869565,0.082647343,0.065758454,0.732391304,2544.582306,0.079695652,0.042597293,0.489004657,1.667357348,-0.507036513,-0.241208273,-0.273003741,1.135113478,4,5,3,3,3,18,114,25025092400,Census Tract 924,658,592200,36.25457466,25025092400,2931.084496,481949.4332
115,9,115,25,025,091800,25025091800,918,Census Tract 918,G5020,432061,0,+42.3073664,-071.0705167,4650342.47,106.7572,3452,1214,0175285,148275,0003956,0148275,0.432032672,0.16680808,0.432032672,25025091800,115,115,25,025,091800,25025091800,918,Census Tract 918,G5020,432061,0,+42.3073664,-071.0705167,4650342.47,106.7572,3452,1214,0175285,148275,0003956,0148275,0.432032672,0.16680808,0.432032672,25025091800,2722.386557,432032.6723,1219,25025091800,0.432032672,0.282608535,25025091800,0,25025091800,0.271416455,0.340118745,0.290641787,0.341815098,0.522476675,0.08934125,0.103194798,0.908427877,1234,74,0.104608425,0.10106383,2856.265461,171.2833421,0,0.155434694,0.227989822,0.299304495,0.270296862,0.21192536,0.449329941,0.081300537,0.084619734,0.844837925,2456.388297,0.081594572,0.096010638,0.694700552,1.338465779,-0.191643846,-0.267886851,0.540349955,2.113985589,4,5,3,3,4,19,115,25025092000,Census Tract 920,543,488700,36.96766719,25025092000,2722.386557,432032.6723
116,5,116,25,025,091700,25025091700,917,Census Tract 917,G5020,289325,0,+42.3036111,-071.0659136,3114052.12,71.4888,3069,1050,0175281,148271,0003955,0148271,0.289306067,0.11170125,0.289306067,25025091700,116,116,25,025,091700,25025091700,917,Census Tract 917,G5020,289325,0,+42.3036111,-071.0659136,3114052.12,71.4888,3069,1050,0175281,148271,0003955,0148271,0.289306067,0.11170125,0.289306067,25025091700,2778.899177,289306.0668,1218,25025091700,0.289306067,0.278851214,25025091700,0,25025091700,0.338200935,0.374707944,0.403329439,0.230432243,0.550525701,0.060747664,0.088785047,0.964448496,1097,108,0.107476636,0.058013766,3791.831994,373.3070696,0,0.153368168,0.284088785,0.329742991,0.375096379,0.142867991,0.473452103,0.055280374,0.072803738,0.896937101,3260.975515,0.083831776,0.055113078,1.242767537,1.161446783,-0.596997448,-0.024319988,0.917195936,2.70009282,5,5,3,3,4,20,116,25025092000,Census Tract 920,543,488700,36.96766719,25025092000,2778.899177,289306.0668
117,7,117,25,025,091600,25025091600,916,Census Tract 916,G5020,312698,0,+42.3060364,-071.0611894,3365584.51,77.2632,3138,1165,0175277,148267,0003954,0148267,0.31267428,0.120723731,0.31267428,25025091600,117,117,25,025,091600,25025091600,916,Census Tract 916,G5020,312698,0,+42.3060364,-071.0611894,3365584.51,77.2632,3138,1165,0175277,148267,0003954,0148267,0.31267428,0.120723731,0.31267428,25025091600,3097.179756,312674.2795,1217,25025091600,0.31267428,0.347714327,25025091600,0,25025091600,0.158427635,0.369267421,0.341572365,0.252531269,0.509231686,0.102144133,0.113162597,0.828333333,1200,80,0.109886837,0.043518519,3837.859647,255.8573098,0,0.19124288,0.133079214,0.324955331,0.317662299,0.156569387,0.43793925,0.092951161,0.092793329,0.77035,3300.559296,0.085711733,0.041342593,0.631986262,1.161635418,-0.452221548,-0.01232558,0.001560715,1.330635268,4,5,3,3,4,19,117,25025092000,Census Tract 920,543,488700,36.96766719,25025092000,3097.179756,312674.2795
118,4,118,25,025,050101,25025050101,501.01,Census Tract 501.01,G5020,299772,184516,+42.3816657,-071.0397908,3226514.74,74.0706,5115,1850,0175023,148013,0003890,0148013,0.299754191,0.115735277,0.299754191,25025050101,118,118,25,025,050101,25025050101,501.01,Census Tract 501.01,G5020,299772,184516,+42.3816657,-071.0397908,3226514.74,74.0706,5115,1850,0175023,148013,0003890,0148013,0.299754191,0.115735277,0.299754191,25025050101,3878.437072,283072.1988,1153,25025050101,0.299754191,0.578251233,25025050101,0.013182669,25025050101,0.616113744,0.47901151,0.635409614,0.226811104,0.277589709,0.089878131,0.081753555,0.936623377,1925,138,0.053825322,0.109573879,6421.92857,460.3772169,-0.007777775,0.318038178,0.517535545,0.421530129,0.590930941,0.140622884,0.23872715,0.0817891,0.067037915,0.87105974,5522.85857,0.041983751,0.104095185,2.792607861,0.237339984,-0.139712301,0.660452746,0.730018705,4.280706996,6,4,3,4,4,21,118,25025050101,Census Tract 501.01,321,288900,37.96535676,25025050101,3878.437072,283072.1988
119,6,119,25,025,050901,25025050901,509.01,Census Tract 509.01,G5020,614932,194139,+42.3819368,-071.0295001,6618679.35,151.944,4165,1446,0175047,148037,0003897,0148037,0.614897934,0.23741247,0.614897934,25025050901,119,119,25,025,050901,25025050901,509.01,Census Tract 509.01,G5020,614932,194139,+42.3819368,-071.0295001,6618679.35,151.944,4165,1446,0175047,148037,0003897,0148037,0.614897934,0.23741247,0.614897934,25025050901,5792.995189,596414.692,1160,25025050901,0.614897934,0.701419184,25025050901,0.019592001,25025050901,0.705965909,0.610998377,0.701704545,0.203936688,0.347808442,0.045657468,0.071631494,0.959568733,1484,93,0.074472403,0.047169811,2413.408662,151.2446129,-0.011559281,0.385780551,0.593011364,0.537678571,0.652585227,0.126440747,0.29911526,0.041548295,0.058737825,0.892398922,2075.53145,0.058088474,0.044811321,3.518100723,0.41272435,-0.742582221,-0.383114951,0.884370183,3.689498084,6,4,3,3,4,20,119,25025051000,Census Tract 510,1129,1016100,37.23871001,25025051000,5792.995189,596414.692
120,8,120,25,025,060501,25025060501,605.01,Census Tract 605.01,G5020,411742,0,+42.3368686,-071.0382133,4431658.04,101.7369,3571,1942,0175082,148072,0003905,0148072,0.411716145,0.158963856,0.411716145,25025060501,120,120,25,025,060501,25025060501,605.01,Census Tract 605.01,G5020,411742,0,+42.3368686,-071.0382133,4431658.04,101.7369,3571,1942,0175082,148072,0003905,0148072,0.411716145,0.158963856,0.411716145,25025060501,3511.027571,411716.1444,1168,25025060501,0.411716145,0.609195088,25025060501,0,25025060501,0.040722762,0.067691478,0.04180151,0.087378641,0.018608414,0.064455232,0.038295577,0.799473684,1900,172,0.034789644,0.023388477,4614.829963,417.7635545,0,0.335057298,0.03420712,0.059568501,0.038875405,0.054174757,0.016003236,0.058654261,0.031402373,0.743510526,3968.753768,0.027135922,0.022219053,-1.209958727,-0.930540561,-0.775815455,0.18999615,-0.192575711,-2.918894304,2,3,3,4,3,15,120,25025060501,Census Tract 605.01,448,403200,39.0236326,25025060501,3511.027571,411716.1444
121,5,121,25,025,140107,25025140107,1401.07,Census Tract 1401.07,G5020,627360,0,+42.2577216,-071.1284206,6752343.7,155.0125,2531,1051,0175515,148505,0004004,0148505,0.627315772,0.242207005,0.627315772,25025140107,121,121,25,025,140107,25025140107,1401.07,Census Tract 1401.07,G5020,627360,0,+42.2577216,-071.1284206,6752343.7,155.0125,2531,1051,0175515,148505,0004004,0148505,0.627315772,0.242207005,0.627315772,25025140107,4601.862598,627315.7719,1267,25025140107,0.627315772,0.1219821,25025140107,0.069059177,25025140107,0.269127259,0.266435986,0.285274894,0.07420223,0.520184544,0.121491734,0.024605921,0.86746988,1079,104,0.066128412,0.134285714,1720.026896,165.7857249,-0.040744914,0.067090155,0.226066897,0.234463668,0.265305652,0.046005383,0.447358708,0.110557478,0.020176855,0.806746988,1479.223131,0.051580161,0.127571429,0.489165131,0.486562262,0.176759096,-0.563736825,0.264828961,0.853578624,4,4,4,3,4,19,121,25025140300,Census Tract 1403,1763,1586700,35.90661901,25025140300,4601.862598,627315.7719
122,5,122,25,025,130404,25025130404,1304.04,Census Tract 1304.04,G5020,1602605,35273,+42.2689968,-071.1594658,17628731.82,404.7,2901,1322,0175496,148486,0003999,0148486,1.637769327,0.632343743,1.637769327,25025130404,122,122,25,025,130404,25025130404,1304.04,Census Tract 1304.04,G5020,1602605,35273,+42.2689968,-071.1594658,17628731.82,404.7,2901,1322,0175496,148486,0003999,0148486,1.637769327,0.632343743,1.637769327,25025130404,5774.050264,1636692.74,1262,25025130404,1.637769327,0.049817375,25025130404,0.328436226,25025130404,0.169563791,0.242374549,0.20596917,0.040997048,0.015742867,0.211872745,0.046900623,0.803846154,1300,88,0.039357166,0.160130719,793.762576,53.73162053,-0.193777374,0.027399556,0.142433585,0.213289603,0.191551328,0.02541817,0.013538865,0.192804198,0.038458511,0.747576923,682.6358154,0.03069859,0.152124183,-0.022308267,-0.997440303,0.823696098,-0.804940897,-0.163162476,-1.164155845,3,3,4,3,3,16,122,25025130402,Census Tract 1304.02,2265,2038500,35.91762295,25025130402,5774.050264,1636692.74
123,5,123,25,025,981202,25025981202,9812.02,Census Tract 9812.02,G5020,1594870,933939,+42.3439164,-071.0243619,17165825.45,394.0731,207,0,0175665,148655,0004038,0148655,1.594763712,0.615739249,1.594763712,25025981202,123,123,25,025,981202,25025981202,9812.02,Census Tract 9812.02,G5020,1594870,933939,+42.3439164,-071.0243619,17165825.45,394.0731,207,0,0175665,148655,0004038,0148655,1.594763712,0.615739249,1.594763712,25025981202,15696.46826,1571532.602,1301,25025981202,1.594763712,0.866404563,25025981202,0.025463442,25025981202,0,0,0.081967213,0,0.18852459,0,0,,0,0,0,,0,0,-0.015023431,0.47652251,0,0,0.076229508,0,0.162131148,0,0,,0,0,,-1.371572918,-0.822035136,,-1.011400752,,,2,3,,2,,,123,25025981201,Census Tract 9812.01,838,754200,32.57930077,25025981201,15696.46826,1571532.602
124,5,124,25,025,040100,25025040100,401,Census Tract 401,G5020,259341,64873,+42.3729980,-071.0601499,2791324.87,64.08,2168,1239,0175001,147991,0003884,0147991,0.259323589,0.100124997,0.259323589,25025040100,124,124,25,025,040100,25025040100,401,Census Tract 401,G5020,259341,64873,+42.3729980,-071.0601499,2791324.87,64.08,2168,1239,0175001,147991,0003884,0147991,0.259323589,0.100124997,0.259323589,25025040100,2747.970041,254711.5992,1147,25025040100,0.259323589,0.527731351,25025040100,0.025253903,25025040100,0.014109347,0.105820106,0.008818342,0.020282187,0,0.154320988,0.035714286,0.728827362,1228,109,0.024250441,0.16940363,4735.396448,420.3242775,-0.014899803,0.290252243,0.011851852,0.093121693,0.008201058,0.012574956,0,0.140432099,0.029285714,0.677809446,4072.440945,0.018915344,0.160933449,-1.265747127,-1.151157638,0.559814565,0.221366625,-0.667807566,-2.303531142,2,2,4,4,3,15,124,25025040100,Census Tract 401,288,259200,37.37931488,25025040100,2747.970041,254711.5992
125,4,125,25,025,040600,25025040600,406,Census Tract 406,G5020,1426899,420711,+42.3830719,-071.0699730,15428730.63,354.1949,2444,1334,0175016,148006,0003888,0148006,1.433381733,0.553429567,1.433381733,25025040600,125,125,25,025,040600,25025040600,406,Census Tract 406,G5020,1426899,420711,+42.3830719,-071.0699730,15428730.63,354.1949,2444,1334,0175016,148006,0003888,0148006,1.433381733,0.553429567,1.433381733,25025040600,10338.588,1406873.227,1151,25025040600,1.433381733,0.702635027,25025040600,0.006479538,25025040600,0.022522523,0.086971587,0.035689536,0.081081081,0.031878032,0.104643105,0.024255024,0.767935578,1366,112,0.034650035,0.042340262,952.991076,78.13689643,-0.003822927,0.386449265,0.018918919,0.076534997,0.033191268,0.05027027,0.027415107,0.095225225,0.01988912,0.714180088,819.5723254,0.027027027,0.040223249,-1.221433087,-0.94390211,-0.445226841,-0.763320796,-0.404729889,-3.778612723,2,3,3,3,3,14,125,25025040600,Census Tract 406,1576,1418400,38.39327814,25025040600,10338.588,1406873.227
126,7,126,25,025,000602,25025000602,6.02,Census Tract 6.02,G5020,599777,0,+42.3492514,-071.1424570,6455495.77,148.1978,3974,2035,0174882,147872,0003853,0147872,0.599737595,0.231559054,0.599737595,25025000602,126,126,25,025,000602,25025000602,6.02,Census Tract 6.02,G5020,599777,0,+42.3492514,-071.1424570,6455495.77,148.1978,3974,2035,0174882,147872,0003853,0147872,0.599737595,0.231559054,0.599737595,25025000602,3684.026428,599737.5958,1116,25025000602,0.599737595,0.341414431,25025000602,0,25025000602,0.164529915,0.284188034,0.255876068,0.307959402,0.103098291,0.145032051,0.052350427,0.913196187,1993,161,0.025373932,0.131313131,3323.120005,268.450738,0,0.187777937,0.138205128,0.25008547,0.237964744,0.190934829,0.08866453,0.131979167,0.04292735,0.849272454,2857.883204,0.019791667,0.124747475,0.203924969,-0.236927412,0.289414733,-0.146335102,0.572425973,0.682503162,4,3,4,3,4,18,126,25025000504,Census Tract 5.04,365,328500,37.97135613,25025000504,3684.026428,599737.5958
127,7,127,25,025,000601,25025000601,6.01,Census Tract 6.01,G5020,495044,0,+42.3509820,-071.1457225,5328243.45,122.3196,3571,1525,0174877,147867,0003852,0147867,0.495012002,0.191124438,0.495012002,25025000601,127,127,25,025,000601,25025000601,6.01,Census Tract 6.01,G5020,495044,0,+42.3509820,-071.1457225,5328243.45,122.3196,3571,1525,0174877,147867,0003852,0147867,0.495012002,0.191124438,0.495012002,25025000601,4706.60298,495011.9982,1115,25025000601,0.495012002,0.471757518,25025000601,0,25025000601,0.085322001,0.190912063,0.141549526,0.229159856,0.02092187,0.118666231,0.021902583,0.895340986,1481,131,0.033998039,0.077366255,2991.84665,264.640048,0,0.259466635,0.071670481,0.168002615,0.131641059,0.142079111,0.017992808,0.10798627,0.017960118,0.832667117,2572.988119,0.02651847,0.073497942,-0.52633037,-0.684290109,-0.166365706,-0.232557848,0.452315543,-1.15722849,3,3,3,3,4,16,127,25025000802,Census Tract 8.02,1091,981900,39.43929151,25025000802,4706.60298,495011.9982
128,6,128,25,025,000502,25025000502,5.02,Census Tract 5.02,G5020,863889,334529,+42.3315048,-071.1574973,12898832.45,296.1164,6303,2041,0174864,147854,0003849,0147854,1.198345551,0.462681953,1.198345551,25025000502,128,128,25,025,000502,25025000502,5.02,Census Tract 5.02,G5020,863889,334529,+42.3315048,-071.1574973,12898832.45,296.1164,6303,2041,0174864,147854,0003849,0147854,1.198345551,0.462681953,1.198345551,25025000502,5607.052371,1188948.296,1112,25025000502,1.198345551,0.181058003,25025000502,0.030969631,25025000502,0.085803432,0.14274571,0.095943838,0.136895476,0.028471139,0.067472699,0.054017161,0.896640827,1935,159,0.031201248,0.135052179,1614.726235,132.682931,-0.018272082,0.099581902,0.072074883,0.125616225,0.089227769,0.084875195,0.024485179,0.061400156,0.044294072,0.833875969,1388.664563,0.024336973,0.12829957,-0.768072801,-0.77053333,-0.116600294,-0.591134396,0.461059464,-1.785281357,3,3,3,3,4,16,128,25025000504,Census Tract 5.04,365,328500,37.97135613,25025000504,5607.052371,1188948.296
129,7,129,25,025,000402,25025000402,4.02,Census Tract 4.02,G5020,806765,0,+42.3441742,-071.1588288,8683342.13,199.3421,3648,1543,0174860,147850,0003848,0147850,0.806712099,0.311472037,0.806712099,25025000402,129,129,25,025,000402,25025000402,4.02,Census Tract 4.02,G5020,806765,0,+42.3441742,-071.1588288,8683342.13,199.3421,3648,1543,0174860,147850,0003848,0147850,0.806712099,0.311472037,0.806712099,25025000402,3642.833242,806712.0992,1111,25025000402,0.806712099,0.135678137,25025000402,0.020783896,25025000402,0.042953397,0.181358787,0.117630545,0.187535093,0.019651881,0.108366086,0.015440764,0.924694708,1474,130,0.023582257,0.104651163,1827.169819,161.1479487,-0.012262499,0.074622976,0.036080853,0.159595733,0.109396407,0.116271757,0.016900618,0.098613139,0.012661426,0.859966079,1571.366044,0.018394161,0.099418605,-0.716072023,-0.815226317,-0.066129164,-0.535832094,0.649775559,-1.48348404,3,3,3,3,4,16,129,25025000302,Census Tract 3.02,649,584100,34.39113611,25025000302,3642.833242,806712.0992
